transaction_id,user_id,transaction_type,channel,device_type,amount,transaction_status,timestamp,location,date_mmddyyyy,date_mmddyyyy_slash
bb2aa146-2999-494c-94a7-b69b1cd66b09,fb70d096-d96c-470c-9941-956935b49941,Bank Transfer,Partner Outlet,Web,276.88,Success,2025-01-27 02:38:55,General Santos,01272025,01/27/2025
b7f60cdf-41dc-4c60-a5f6-0735757b6b29,00a30b00-b325-40ac-b145-b36671861b89,Pay Bills,Partner Outlet,Web,11.36,Success,2025-02-16 07:17:43,Quezon City,02162025,02/16/2025
564cfbd2-bc92-4d81-839b-058c2faabe0b,d7eaa90f-2e8a-4175-a721-837f624a7cab,Buy Load,Partner Outlet,Android,156.45,Success,2025-01-16 20:45:30,Bacolod,01162025,01/16/2025
aca58d95-915a-4c30-8b86-b5a1ca6fbff8,f77384cd-a83e-48b1-b6b0-e09f97218986,Bank Transfer,Partner Outlet,iOS,390.04,Success,2024-12-05 06:21:07,Antipolo,12052024,12/05/2024
9c678393-2ced-4c0d-b173-04b5c1dd484a,1621b3fe-ae6f-4fa2-aa2d-97c8a469f111,Receive Money,Partner Outlet,iOS,501.85,Success,2024-11-30 09:13:23,Calamba,11302024,11/30/2024
67ce378f-e5a4-483b-a383-889adb2c6ac8,cfdcd94c-fb52-454c-979f-2f475f1c9ef6,Request Money,App,iOS,149.13,Failed,2025-03-11 13:10:28,Quezon City,03112025,03/11/2025
53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,cc58bcb4-e4bd-4475-ac5e-e44d8795e6a7,Cash Out,App,Web,75.04,Success,2025-03-09 04:24:42,Pasig,03092025,03/09/2025
186b2880-ab54-4a15-a69d-01ff1634725b,8a77444a-77ff-4810-971f-bdfac3acd9ca,Receive Money,Partner Outlet,iOS,900.69,Success,2024-12-02 12:07:59,San Fernando,12022024,12/02/2024
7a3a6e96-23ff-43d3-bb4f-b88a2f4dd219,c76892ba-4b7e-428d-a64a-f6f3802ac717,Online Payment,Partner Outlet,iOS,2080.31,Success,2024-11-20 08:30:46,Iloilo City,11202024,11/20/2024
01bf9e73-3f80-4385-af92-40b652d78f10,d2c5ab6b-61a8-4cee-a2e8-1848258ce9b4,Send Money,App,Web,372.95,Success,2025-03-15 11:09:08,Santa Rosa,03152025,03/15/2025
725d4259-3c4b-4eec-a231-ee7342c2d2eb,90290dbe-5702-406f-925b-15085c9fd48d,Request Money,Partner Outlet,iOS,94.18,Success,2025-03-21 09:00:07,Zamboanga City,03212025,03/21/2025
546252e7-f43b-4052-8459-bd6ec0f63229,8c7b7e6f-9f73-4794-aa10-d71e4ffa0ddf,Pay Bills,App,iOS,158.94,Success,2025-01-13 10:40:07,Davao City,01132025,01/13/2025
92a81713-b90e-444b-951c-25d54d4c5280,eefe1006-05fd-46c5-9602-7e8297fe0542,Bank Transfer,App,Android,9.28,Success,2024-11-05 18:34:15,Valenzuela,11052024,11/05/2024
5c0b9b10-a757-4b10-82f5-25b902ed73ce,3c4e1724-271b-4250-ad87-a58e6b9fe3a3,Cash Out,App,iOS,1228.44,Failed,2025-03-11 01:36:37,Santa Rosa,03112025,03/11/2025
aaf407f7-0fe7-4149-bc7e-5368b1594847,24f82a96-b995-40cf-b5cd-9559222e34e7,Bank Transfer,Partner Outlet,Android,62.64,Success,2024-11-01 14:50:00,Pasig,11012024,11/01/2024
28e333b6-4e8a-4c4b-b724-20411e43fbd2,1e79df28-7948-46b3-a75d-097838561675,Pay Bills,Partner Outlet,iOS,429.62,Success,2025-03-22 21:09:11,General Santos,03222025,03/22/2025
ec50ace4-80a5-4e65-afa2-855967c96204,f2228efb-80a9-491e-9fea-9f54734783b0,Receive Money,App,Android,160.14,Success,2024-11-18 05:10:26,Taguig,11182024,11/18/2024
c5144d98-b41c-404f-a346-f415e5267a2b,26c8fd99-fb0e-4501-86e7-d333944b2371,Online Payment,App,Android,403.92,Success,2024-11-13 10:26:43,Bacolod,11132024,11/13/2024
a38295d3-1e0e-4546-b0b6-dedf4f9c4027,78b5f340-3a5e-4449-abd7-e12ee2477f64,Send Money,Partner Outlet,Android,526.94,Success,2025-01-02 11:38:11,Iloilo City,01022025,01/02/2025
5e175b66-4b87-459f-b0cd-7f05ea87855e,0e7e41b6-92bd-40ed-93d8-a5bdade73cc0,Online Payment,App,iOS,885.22,Success,2025-03-26 11:13:47,Makati,03262025,03/26/2025
f5159494-3818-4fd3-b889-936a9d5817e8,cbec682a-d003-4e3f-b55b-a18409318013,Request Money,App,iOS,115.6,Success,2025-03-13 03:31:50,Quezon City,03132025,03/13/2025
74797b61-2737-4b52-ba6a-210722319050,50fcdd45-6dac-4e27-ba7e-921fc34e1629,Receive Money,App,Web,5.53,Success,2025-02-26 07:49:28,Antipolo,02262025,02/26/2025
5fa5e0aa-9b11-4530-bd24-7c11bf6b8cdf,cca8f708-df77-41cc-85d1-cfbdd2ec8e7a,Send Money,App,Web,73.6,Success,2025-02-25 17:18:15,General Santos,02252025,02/25/2025
e9ad0e9b-8c9a-41e9-b3b2-63376a74dbb7,a3446306-a0b0-4eca-8aca-873cb6e7552f,Cash In,App,iOS,1151.39,Success,2025-01-14 16:23:11,Dasmariñas,01142025,01/14/2025
cd4f8b2b-899a-4252-81e1-b94a78883058,e379742a-abcd-41c3-8e3d-b0ba72b18115,Online Payment,Partner Outlet,iOS,1035.3,Success,2025-01-14 23:03:29,Cainta,01142025,01/14/2025
c3093b6e-37e9-42e2-935a-c07aaa0217d0,774cc9de-cf56-478b-87d3-4d638d5c45f9,Bank Transfer,App,Android,454.92,Success,2025-03-25 10:58:23,Cainta,03252025,03/25/2025
98874bfe-c136-4c65-ae2a-e3413f59e4f2,52ad8e91-94b7-4fa7-b256-3910fc03a706,In-store Payment,App,iOS,458.79,Success,2024-12-30 14:24:14,Bacolod,12302024,12/30/2024
86879aa9-14f5-43d0-8991-2032df85c777,a08aee11-1212-4d81-826d-f154b4094d74,Request Money,App,iOS,546.87,Success,2024-11-20 22:27:52,Zamboanga City,11202024,11/20/2024
5c9deee0-b42a-4456-8736-5a84725e134d,7f140af5-6bb4-420a-b1f6-a9b6ca8304bf,Request Money,App,Android,96.41,Pending,2025-03-27 11:01:59,Dasmariñas,03272025,03/27/2025
1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,97e5ae89-33d8-4e7b-905a-14fc505fb203,Send Money,Partner Outlet,Android,1229.1,Success,2025-01-27 05:59:33,Baguio,01272025,01/27/2025
e723ada3-8c32-4db2-942a-895e0fcf601f,d18c0aec-fd24-4766-93d0-1698865b5878,Cash In,App,Android,271.3,Failed,2025-03-11 09:50:43,Taguig,03112025,03/11/2025
89628f6e-929c-43b3-b3c0-8bf18167999f,8a7102d8-8b6d-4ca5-9d69-bf2ae0e730bb,Cash Out,App,Android,241.56,Failed,2024-11-23 02:50:25,Makati,11232024,11/23/2024
dabf984e-53ff-4461-aa1f-1b61265cb9d9,d7ce6242-0a2f-4756-af7c-51b89fd31f6d,Online Payment,Partner Outlet,Web,365.86,Success,2025-03-10 07:55:33,Antipolo,03102025,03/10/2025
ae27d432-1dc1-47eb-b11c-767385351a69,767805f4-35cb-4430-bfba-fd0e73d2a687,Buy Load,App,Android,24.05,Success,2024-10-24 19:08:55,Cagayan de Oro,10242024,10/24/2024
7d23d479-9549-4a82-b787-ef8d3495311e,954ba590-5a4d-42c7-90f9-9efe83a1d8c4,Cash Out,App,iOS,90.93,Success,2025-02-26 13:10:01,Manila,02262025,02/26/2025
720b274b-82a7-4586-a61d-9cde1747f387,9a3f493e-7e7e-4824-9206-19e01096dc84,Request Money,Partner Outlet,Android,669.77,Success,2025-02-01 17:44:44,Cebu City,02012025,02/01/2025
21c71aa3-7414-43b5-8e3e-25f2cf0671c7,4d70a2ea-94be-40be-8ecd-b5250ede357a,Request Money,App,Android,43.21,Success,2024-10-25 10:22:15,Iloilo City,10252024,10/25/2024
905c7bdd-74f0-4eae-aa59-43ce836435e3,9bc842e3-fcd1-43a0-828a-a03e5e9db47c,Pay Bills,Partner Outlet,Web,462.1,Success,2025-02-20 11:58:35,Taguig,02202025,02/20/2025
ac3a812f-765e-4cb5-8f0d-55400ec7d662,63fecab8-a08f-4c63-b653-3b97c3195a33,Send Money,App,Web,140.75,Success,2025-04-07 18:28:14,Davao City,04072025,04/07/2025
0592bfa5-b928-423f-8ee4-334ece920136,8cc81670-d3a7-49d3-a7ad-3af12aeaff2e,In-store Payment,Partner Outlet,Web,246.57,Success,2025-01-16 14:45:49,Valenzuela,01162025,01/16/2025
00c59f30-d103-4424-8124-1bb4655ce508,8ced2d5d-4379-4f1c-816a-47ad35c8f998,Cash In,Partner Outlet,iOS,170.33,Success,2024-10-21 08:01:53,Calamba,10212024,10/21/2024
12b2102d-940c-4503-b7c8-6152beed0af9,3492abcf-6938-4dd8-b17b-b519830080fc,Buy Load,Partner Outlet,iOS,219.77,Success,2025-03-15 05:37:23,Davao City,03152025,03/15/2025
b34c6c73-5833-4b30-ac77-6e950b981ccd,27d26d0c-dc7a-45e6-85d9-c4d3866e8085,Cash Out,App,Android,634.78,Success,2024-12-08 19:17:21,Cagayan de Oro,12082024,12/08/2024
0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,7a9ede9d-af6c-4716-8453-2d47f5a0cc24,Online Payment,Partner Outlet,iOS,176.29,Success,2024-11-24 22:06:00,Iloilo City,11242024,11/24/2024
fc737d92-11ab-4d11-a4eb-8000ef40d162,3ce02798-26a3-4a0d-944b-45a4660a3c58,Send Money,Partner Outlet,iOS,417.82,Success,2025-01-18 04:51:33,Iloilo City,01182025,01/18/2025
497ec6d1-081f-46dc-b8d9-a88aef0bea4f,1bd8a01d-ae66-4964-a62e-922797fb450f,Online Payment,Partner Outlet,iOS,323.18,Success,2025-04-01 21:08:01,Quezon City,04012025,04/01/2025
22ab7752-c4db-4a62-ae13-418d68ab80ea,a1b0511a-ef87-4846-9d50-f0982e2f2252,Receive Money,App,iOS,544.83,Failed,2024-12-07 08:50:45,San Fernando,12072024,12/07/2024
bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,0721a813-9a45-4779-aafb-8006c94e5103,Pay Bills,App,iOS,1380.96,Success,2025-02-23 07:27:24,Makati,02232025,02/23/2025
5fdcabbf-6b9c-471c-b6ba-745ba55871e3,bcfc7e7f-556f-45ff-9987-8d2da1cd08f8,Cash In,Partner Outlet,iOS,659.45,Success,2024-11-26 10:14:40,Makati,11262024,11/26/2024
72d35458-61ea-4f30-a42e-707afe2bd987,cea9e905-e0e4-4b32-8c14-1f2316954ee6,Pay Bills,Partner Outlet,Web,121.0,Success,2024-10-19 17:58:55,Quezon City,10192024,10/19/2024
60a399d4-e821-4716-aac8-0da1de9f6f5b,edab832d-2799-4565-998a-6a0c8bfc946c,Request Money,App,iOS,15.84,Success,2025-03-09 10:18:45,San Fernando,03092025,03/09/2025
f6d22a7b-aec7-4a82-948b-4376602a4e57,8a3ec6a9-ca03-482e-a5a4-757d912ba8a6,Pay Bills,App,Web,152.08,Success,2025-02-02 12:04:31,Cebu City,02022025,02/02/2025
220b9ea9-8a0f-4508-9fe2-c0a0a96b3c42,d8eaea6e-6310-4d7f-a4c1-5b8185e2fbd7,Buy Load,App,iOS,452.03,Success,2025-01-09 18:08:19,Santa Rosa,01092025,01/09/2025
1e5ebe54-5907-4299-9c3b-bdd8a74e02a9,1929a0e7-c32d-4294-88bd-4448a7d98c3e,Request Money,Partner Outlet,iOS,26.4,Success,2025-01-29 08:54:42,Valenzuela,01292025,01/29/2025
649f7d88-8989-45ab-be2b-34d82db0728d,d0c34115-2241-44c0-845b-2a9582c016fa,Cash Out,Partner Outlet,Web,342.95,Success,2025-01-13 11:46:38,Cagayan de Oro,01132025,01/13/2025
fa8dae42-ba54-4920-a099-d18087623997,d3d857db-a61b-4d5d-86cc-2bbacef4b59b,Online Payment,App,Android,454.21,Success,2024-12-13 15:53:34,Quezon City,12132024,12/13/2024
c194f97f-00e3-4026-95b6-de85390239d9,66dbb507-ea58-4411-81cd-8f3c7d0b57ce,Cash Out,Partner Outlet,Web,203.42,Success,2025-03-09 11:20:16,Cebu City,03092025,03/09/2025
76876c62-4c61-445e-ba7e-5d9405d1fb63,d98d214f-c2ab-4876-b71b-d82d635589f4,Receive Money,App,iOS,736.82,Success,2024-12-22 15:54:02,Baguio,12222024,12/22/2024
6c93a791-8b60-4511-b816-8aebac6a7c85,df81ee4a-0961-4221-9892-d611f739b0d4,Request Money,App,iOS,56.36,Success,2025-01-18 05:29:49,Quezon City,01182025,01/18/2025
3acb43a3-d2c7-4ffb-a118-433b882ccd1e,960d08d7-7466-4343-8c0d-20d91e50e261,Request Money,Partner Outlet,Android,39.06,Success,2025-02-26 17:12:23,Cagayan de Oro,02262025,02/26/2025
27b608dc-589d-4cb0-b5eb-89c23f5cf2f3,c7828c90-7b25-400e-b82d-9e0c21c7d06f,Cash In,App,Android,651.32,Success,2025-03-12 12:42:38,Quezon City,03122025,03/12/2025
e00da49d-effa-4002-b040-413c4690fb15,24dbc6d1-8e09-4b50-96e8-244525906585,Request Money,App,Android,342.09,Success,2024-11-30 10:51:29,Antipolo,11302024,11/30/2024
083f64c3-1ce3-42f8-83f7-25feb99b2b5a,e4ba28fc-9b50-4366-8da3-b59e633b35fd,Online Payment,App,Web,583.02,Success,2024-11-13 23:27:01,Antipolo,11132024,11/13/2024
9d6b9b62-6b53-4a19-a902-b73fcf39f648,e7c10651-465f-48be-b951-c0c73b20b43a,Buy Load,App,Android,285.31,Success,2024-11-02 10:56:41,San Fernando,11022024,11/02/2024
e39836bb-e23d-4faa-afad-49e9c41c147e,ee009e59-a9aa-4883-82e9-db99b4d94221,Receive Money,App,iOS,141.45,Success,2025-01-26 12:32:29,Pasig,01262025,01/26/2025
1139fa12-34c1-43ea-bd9c-4e6404015ced,4dc50fb3-a94e-4d31-afc8-e07dd97b47b6,Cash In,App,Android,854.91,Success,2024-11-03 06:54:42,Iloilo City,11032024,11/03/2024
7249f62c-0898-4462-980c-b95c19d45deb,ebdba48c-7441-4d13-a6f1-58909b8347fe,In-store Payment,Partner Outlet,iOS,803.26,Success,2025-01-26 16:20:29,Cainta,01262025,01/26/2025
df495037-b40a-4181-ac09-bdb799086e47,50f15b8c-b6be-4014-be1b-b73f0bd515d8,Online Payment,Partner Outlet,Android,593.22,Success,2025-03-07 02:52:10,Zamboanga City,03072025,03/07/2025
0b531932-bd94-49aa-bea6-e5b20c760d28,53f17e12-7da7-4582-abb4-82c70b533a90,Buy Load,App,Android,158.83,Success,2024-10-17 02:05:20,Baguio,10172024,10/17/2024
8a2db2e6-3bfd-48a6-b05f-ddf566fadca0,69ec8c8e-9d3b-4012-82d3-066f75d265de,Pay Bills,Partner Outlet,iOS,446.08,Success,2024-10-23 10:45:34,Baguio,10232024,10/23/2024
c6ac1b04-dd1d-4cd1-811f-6bf5379ef467,bac770a4-c86e-4b62-84c0-a2e5dcbc8f64,Cash Out,Partner Outlet,iOS,223.9,Success,2025-03-17 02:50:36,Davao City,03172025,03/17/2025
fe54ee4b-80ff-4173-a3df-ecd70e731dd7,f9733885-ff1d-4d34-b9ac-5f4bdd72b024,Receive Money,Partner Outlet,Web,48.03,Success,2025-01-20 18:03:41,Pasig,01202025,01/20/2025
ea98fef8-d0d7-4e37-bbf2-025f4a0d2b73,b0c5b8f2-5ab4-45ac-969c-16ba30e5f5eb,Bank Transfer,Partner Outlet,iOS,1246.35,Success,2025-03-24 09:34:31,Dasmariñas,03242025,03/24/2025
93d563ae-51a3-4c26-937b-f79bbb44badc,7ca170c6-cce4-494c-8365-a4ac7233060c,Online Payment,App,Android,73.57,Success,2025-03-04 17:13:38,Makati,03042025,03/04/2025
d18183d1-ac2b-4cfc-85c5-1060991121e7,19ffec0d-bd5f-4732-bc72-bab17137e5ec,Cash Out,Partner Outlet,Android,1500.25,Failed,2025-01-10 10:39:57,Iloilo City,01102025,01/10/2025
e0527739-4d40-4f1b-bca5-be2952171bf3,ce2e2e2a-d701-497c-abba-1b17c414c913,Send Money,App,Android,295.3,Success,2024-12-03 22:03:11,San Fernando,12032024,12/03/2024
8570b59f-a903-4e67-bc56-8b5324acb722,37d02fb3-e13e-42b5-a617-9f06a87fce58,Cash Out,App,Web,102.37,Success,2025-01-08 12:39:46,Calamba,01082025,01/08/2025
46707cd6-4ced-4164-a9df-14e9389641dd,571b8409-544b-4325-92a9-e05019a36ee8,Cash Out,App,Web,390.33,Success,2024-11-11 22:46:25,Zamboanga City,11112024,11/11/2024
97777f10-f2d2-493f-8e85-140d0f9aeb70,d81ab7dc-ae6c-4993-8aee-eac9a1d2fc0f,In-store Payment,App,Android,1031.57,Success,2025-02-03 21:13:38,Cagayan de Oro,02032025,02/03/2025
2cd58759-e95d-4761-bc36-dc59e134edfc,ad1624e1-70a2-4ad8-917b-9145c48383a4,In-store Payment,Partner Outlet,Android,658.8,Success,2024-10-28 10:56:48,Iloilo City,10282024,10/28/2024
8e4c3ab5-6d5d-4477-adc2-9178a0411612,2081a780-5b83-42ce-8861-4abbe7b28e4a,Request Money,App,Web,821.4,Success,2025-02-26 05:13:57,Makati,02262025,02/26/2025
582b91ee-f8e8-435b-8c00-988a7ee1011a,7a7b1e66-8659-42dd-97f7-18dba4ca0318,Buy Load,App,Android,537.62,Success,2025-02-22 03:50:54,Cebu City,02222025,02/22/2025
61935990-abdd-4a8f-a4b0-5c89f10bce9c,e08e7b53-aced-408c-9a7f-3ebd9e2c8d55,Request Money,App,iOS,589.28,Success,2025-04-01 15:35:33,Calamba,04012025,04/01/2025
b2414482-5198-44d8-8643-3603c92a7d7c,461aeea8-843e-4994-b8ff-2d39bd38fafa,Online Payment,Partner Outlet,Android,945.89,Success,2024-11-24 00:57:17,Cainta,11242024,11/24/2024
4cc57e0d-2633-4018-a883-ac6e6a944054,436eaced-47b8-495e-9279-9a25b5fe16c1,Request Money,App,Web,143.62,Success,2024-10-31 00:55:59,Cebu City,10312024,10/31/2024
89b5aab0-c121-49db-af12-b150605fb1eb,fb5ae35a-5e1d-42e2-8fa9-77fc0b7246e2,Bank Transfer,Partner Outlet,Android,336.11,Success,2024-11-03 13:57:51,Bacolod,11032024,11/03/2024
39b02e2a-d96e-484f-bdb0-174e7938878a,1acbb1ba-3590-474c-8992-b69182546e92,Bank Transfer,App,Android,125.01,Success,2024-11-10 15:49:02,Calamba,11102024,11/10/2024
24f43c62-b523-40de-9b87-d29c4cfd0fc1,105b2fdc-4fb5-41b3-938b-aaf1f8cbb96e,Online Payment,Partner Outlet,Android,2197.78,Success,2024-12-24 17:30:55,Cebu City,12242024,12/24/2024
0ec0713d-ea2c-4a51-b688-d11fce4758be,f373057b-7bbf-4c61-a344-7f1d4efe5cf1,Online Payment,Partner Outlet,Web,1441.73,Success,2024-12-18 23:22:34,Cebu City,12182024,12/18/2024
6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,b3997b7e-eb74-4d0d-a6c2-325b0d28f5e4,Receive Money,App,iOS,20.11,Success,2025-02-07 21:50:25,Quezon City,02072025,02/07/2025
636f6e5c-2253-4706-87ad-8b268eaa5841,efab64b5-2702-49a1-80a6-a43b1a3710ae,Request Money,Partner Outlet,Android,611.37,Success,2025-02-22 00:20:48,Cebu City,02222025,02/22/2025
548c1d84-340d-4049-8147-65063e2bf9c9,cb1451d0-a5ee-4681-ba4f-961d3a10fd0f,Bank Transfer,App,Web,1296.79,Success,2025-01-04 06:39:31,Valenzuela,01042025,01/04/2025
73253aa3-ec17-4298-943d-f5b3a58e83dd,32cdc1d0-0c99-475b-99d0-1c72529cbc09,Cash In,App,Android,99.58,Success,2024-12-09 17:22:41,Cainta,12092024,12/09/2024
891f6912-17ab-4863-9efe-ef4fd8ddbbc0,71a7fdb6-fd90-4bcb-8927-2f04668d7b72,Cash In,Partner Outlet,Web,419.6,Success,2024-12-24 23:07:02,Makati,12242024,12/24/2024
0d31812e-30c3-4756-9453-f867b97e6224,c0036851-a0b6-4808-9305-482b1d240480,In-store Payment,Partner Outlet,iOS,1235.43,Success,2024-10-12 02:53:28,Cagayan de Oro,10122024,10/12/2024
9adf4709-ac75-4344-a08e-149e44b9e602,c6c50ec4-ef34-4f0d-91b2-dd0f64bf4bff,Receive Money,Partner Outlet,iOS,17.27,Success,2024-11-21 20:47:08,Cebu City,11212024,11/21/2024
12a1fe7d-dfa5-4722-8a1f-c9df9a591974,be602590-131c-4dff-9a0b-aa3488a819dc,Cash In,App,Android,597.71,Pending,2024-10-21 19:24:13,Manila,10212024,10/21/2024
966be275-c2fe-4954-8dfd-9531302b7831,701ae861-a38c-4df1-9531-06900997ed80,Receive Money,App,iOS,176.45,Success,2024-11-05 03:43:31,Valenzuela,11052024,11/05/2024
378e6510-8f10-433e-abe4-2e7db96c1163,9e2f5c7f-7349-4aef-9f6a-056ae0dafc08,Send Money,App,iOS,1291.12,Success,2025-02-20 21:42:54,Calamba,02202025,02/20/2025
e8334da5-de95-4695-b579-c1437ab99428,dfab7b0e-0dae-48ee-89a8-77747247d6f8,Bank Transfer,Partner Outlet,Web,1771.23,Success,2024-11-20 22:55:09,Cagayan de Oro,11202024,11/20/2024
e8b3d763-f4ff-4f3a-8d9d-baeb553d2625,a38905fd-3b6c-4438-a462-36fae1ea3804,Request Money,Partner Outlet,Web,1443.59,Success,2024-10-31 10:40:45,Taguig,10312024,10/31/2024
30a5648e-efe9-43d0-b639-08bf03ece8ff,c7298c4e-cde6-4117-8d74-1facf938c93c,Receive Money,Partner Outlet,Web,321.43,Success,2024-11-05 12:02:53,Pasig,11052024,11/05/2024
bf337a15-1e08-4f20-bdd1-51b0f64ab6ec,6d256249-5b6e-4edf-845a-bdcea0a7f916,Receive Money,Partner Outlet,Web,990.41,Success,2024-10-24 16:51:50,San Fernando,10242024,10/24/2024
ea18d32c-7a9a-4ef5-811b-d1c4ffe3f366,6979bafa-436e-4bb8-8abb-6f54832b3664,Buy Load,Partner Outlet,Android,930.71,Failed,2025-01-13 16:56:47,General Santos,01132025,01/13/2025
b42a2d93-9aba-4f15-b214-90623e1a963e,cf699c98-9312-420c-b918-68e3f9f08c1c,Request Money,App,Web,192.17,Success,2025-01-21 04:23:03,Cainta,01212025,01/21/2025
3d44cb2c-ea45-4a41-a589-ada1345af934,c2e36a0a-ea3c-479f-8655-57aa4b1f2d17,Send Money,App,iOS,882.8,Success,2024-11-01 16:41:05,Quezon City,11012024,11/01/2024
48769153-c688-43fe-9255-5c758d55119e,c5abb318-d1c4-4141-bb5d-f6cefd5b641a,Buy Load,Partner Outlet,Web,18.85,Success,2025-01-05 15:18:14,Pasig,01052025,01/05/2025
a6129a1c-889d-4b76-b75c-30b561730c48,6d61c2b7-db31-4c10-b9c2-d65b6c5aaa25,Online Payment,App,iOS,453.5,Success,2025-03-12 10:08:18,Cebu City,03122025,03/12/2025
5c11ab6d-42f5-43f5-8ef4-c34d5bf86f3c,058ac91f-d07c-4ff2-8c54-6b59f42ad9b5,In-store Payment,Partner Outlet,Web,130.69,Success,2025-03-05 13:22:12,Antipolo,03052025,03/05/2025
774c0afa-7f4d-408c-a1ff-f6c08347f1da,f008a202-37ca-44f6-ae97-f8ce10ff2cbb,Bank Transfer,Partner Outlet,Web,64.24,Success,2024-10-13 23:35:24,Santa Rosa,10132024,10/13/2024
b8f0188e-fb37-4fae-8d85-63ca193e638d,7ad1ef02-51bd-438f-9cf7-ca7d227c85aa,Pay Bills,Partner Outlet,iOS,40.04,Failed,2024-12-09 13:53:08,Antipolo,12092024,12/09/2024
51facefa-d6f8-4f7a-82fa-1da878308631,818b4ed4-7fa4-48ff-8225-5b2c37f81f31,Request Money,Partner Outlet,Web,595.84,Success,2024-11-14 04:50:36,Cebu City,11142024,11/14/2024
501ba851-5ee6-4495-b400-29c3ea11905b,1e786fa2-de5c-45a3-b553-f9c6a9729e19,Pay Bills,App,iOS,207.66,Success,2025-02-24 05:55:47,Zamboanga City,02242025,02/24/2025
dd34aa18-9001-4ed4-8bb4-01e769f753f1,7f8b4f9f-f1e5-4e88-9511-19685ae5afa6,Online Payment,Partner Outlet,Android,645.07,Success,2024-11-27 03:59:12,Manila,11272024,11/27/2024
0426fcc9-255b-40e2-bdc2-b74b38a56b49,eac04858-b4d7-4748-b3f8-33d35db58cdc,Request Money,Partner Outlet,Android,33.79,Success,2025-03-28 08:48:22,Zamboanga City,03282025,03/28/2025
95831d58-ef4c-4119-8da5-d39b42c21797,b40b858f-e8f6-4c81-99f6-a8932900b3a7,Send Money,Partner Outlet,Web,189.38,Success,2024-11-06 23:35:00,Manila,11062024,11/06/2024
4b91b8cb-6ae6-4582-b852-b3cd9442b5e6,706e3f71-a99c-43da-a5b5-97c6ab5b2ca1,Buy Load,Partner Outlet,Web,387.71,Success,2025-01-14 14:25:29,Dasmariñas,01142025,01/14/2025
3ae28023-5472-4d2d-b239-9ffb27046f25,64bc999b-8250-4470-9abd-edcf3bc80f65,Receive Money,App,iOS,782.05,Pending,2025-03-25 21:51:58,Baguio,03252025,03/25/2025
3ee82983-d557-4241-91dd-b9bf613d2de9,be37d0e3-c626-425c-8f3f-57acf634100c,Buy Load,Partner Outlet,Android,191.91,Success,2024-12-10 19:13:10,Taguig,12102024,12/10/2024
f186e47a-a794-4320-8cf6-e8b87fd238c3,22ff1be3-09a9-4688-b5ee-7e5b35583711,Pay Bills,Partner Outlet,Web,491.6,Success,2025-01-20 19:20:08,Iloilo City,01202025,01/20/2025
c36b9a0a-41e0-4a89-966a-9ce7af521b94,54d861dc-16b6-44d3-9472-1f5f909f9248,Request Money,Partner Outlet,iOS,1085.68,Failed,2025-01-24 09:50:09,Santa Rosa,01242025,01/24/2025
b93b17fb-f76d-45fd-bd16-45a0d253d966,b489593e-ebf8-4648-9e48-2c028f286cdb,Cash Out,App,Android,478.38,Success,2025-01-25 18:17:03,Makati,01252025,01/25/2025
75f8e3a8-7d97-4c0f-bd56-09c4a4461663,29e6c348-a47d-4a49-8de6-9711a9718b56,Bank Transfer,App,Web,132.61,Success,2024-10-28 12:47:38,Baguio,10282024,10/28/2024
5a2837b2-cb83-43f2-bb96-f6022b115c36,3a0505ee-3a0d-42a1-9257-5c4bfef540ca,In-store Payment,App,iOS,12.35,Success,2025-03-29 04:29:30,Santa Rosa,03292025,03/29/2025
8bea75c1-b866-47aa-a3d4-526b2b54ff7a,603bfb90-1729-4ea5-8cd2-6e062cd0196c,Receive Money,App,Android,1020.49,Success,2024-10-26 02:21:58,Bacolod,10262024,10/26/2024
e3ad64d4-eab9-4b02-af1d-c1217d024c6d,5f72fc44-bc83-4cb0-be1f-4ee7dac2e65c,Pay Bills,App,iOS,10.75,Success,2025-01-22 04:47:41,Baguio,01222025,01/22/2025
f50d7a37-a44d-4fec-bd85-d7fa8ac97b01,a077da25-58d2-4613-8ccc-288811a82fa7,Bank Transfer,App,Android,1038.53,Success,2024-12-11 08:02:23,Manila,12112024,12/11/2024
d6cd3155-08a8-4c7f-8621-38ad0f09105c,3f58282a-899c-4e9a-8119-1db3bd26551f,Online Payment,Partner Outlet,Web,376.38,Success,2025-02-06 08:09:56,Baguio,02062025,02/06/2025
d1682e09-f1f7-4904-9307-5157d8c128e7,6399839f-cc0e-4c1b-aecf-f11d954498b4,Receive Money,Partner Outlet,iOS,1399.0,Success,2025-03-17 08:19:06,Cebu City,03172025,03/17/2025
01a25ed1-c3ab-45f1-8c6b-7074ab102c9b,e90ecbd3-7770-490e-b25d-2c850622a294,Bank Transfer,App,iOS,801.69,Success,2024-11-12 01:41:22,Cagayan de Oro,11122024,11/12/2024
a175a9c3-d7b1-42a9-a332-a50e6992896e,cb720f38-4aa8-4839-8cc5-a9ec3511df3d,Request Money,Partner Outlet,iOS,3091.1,Success,2024-10-15 09:12:43,Manila,10152024,10/15/2024
